graph_cache_file,status,n_edges_simple,edge_len_p90_m,edge_len_median_m,chi_long,chi_short,crossing_longer_median_m,crossing_len_ratio,seconds,city,mean_degree,pc_cebh,pc_rank,road_gap,road_minus_spatial
bengaluru_india__drive_10000m.pkl,ok,136603,123.88173101491456,41.96651615336926,0.004494776835062188,2.196145033418007e-05,637.0529619766198,15.180029708648435,7.8,Bengaluru,2.695482305119528,0.487624045120297,0.7,0.2123759548797029,0.125
miami_united_states__drive_10000m.pkl,ok,28736,204.7113595219723,87.67479629685813,0.02164532293986637,0.0007655902004454343,734.9783375745081,8.383005933494783,1.3,Miami,3.1959072457320805,0.4188310741874362,0.6,0.1811689258125637,0.0749999999999999
jakarta_indonesia__drive_10000m.pkl,ok,65445,172.77933415909035,52.85436370247995,0.021147528459011383,7.640003056001223e-05,850.2856631634628,16.0873313686977,3.8,Jakarta,2.609137662958976,0.512325721577254,0.7,0.1876742784227459,0.0749999999999999
manila_philippines__drive_10000m.pkl,ok,36895,205.86307314786404,68.51751008822117,0.03200975741970457,0.001138365632199485,778.8026801528652,11.366476673628409,2.5,Manila,2.934929599872723,0.4492979529208324,0.65,0.2007020470791676,0.075
melbourne_australia__drive_10000m.pkl,ok,51621,203.54456191283592,59.863955533187884,0.012281823288971542,9.685980511807211e-05,1113.552665445232,18.601388022679043,2.5,Melbourne,2.9453954125299555,0.4686087256486138,0.7,0.2313912743513861,0.0999999999999999
montevideo_uruguay__drive_10000m.pkl,ok,22450,179.15218619610184,99.3948648409359,0.0024944320712694877,4.4543429844097995e-05,607.5141135095904,6.112127769194219,1.0,Montevideo,3.2628442700385145,0.4069683126676818,0.6,0.1930316873323181,0.0749999999999999
london_united_kingdom__drive_10000m.pkl,ok,62602,179.312338126757,63.11405084358785,0.005750614996325996,0.0002555828887255998,698.9669333603001,11.07466442127938,3.5,London,2.589373978863773,0.5199847165924646,0.775,0.2550152834075354,0.125
karachi_pakistan__drive_10000m.pkl,ok,78992,144.4475513475277,46.847990687948624,0.0053802916751063395,8.861656876645736e-05,685.271464013349,14.627552941979882,4.3,Karachi,3.0290666462152007,0.4466206054300997,0.675,0.2283793945699003,0.1
milan_italy__drive_10000m.pkl,ok,38172,212.1967588620664,57.25402290067373,0.026747354081525725,0.0013098606308288797,712.2463005001499,12.440109260720064,2.0,Milan,2.9665436176413444,0.4648772408417771,0.65,0.1851227591582229,0.05
panama_city_panama__drive_10000m.pkl,ok,12302,230.67398194015837,73.20511610409835,0.01959031051861486,0.003332791416029914,448.752706230547,6.13007300736217,0.8,Panama City,2.661330448891293,0.4936399020906064,0.725,0.2313600979093936,0.0999999999999999
mumbai_india__drive_10000m.pkl,ok,24999,199.64036274173154,59.67119354452514,0.030041201648065924,0.0005600224008960358,922.1730370715615,15.454241524152843,1.2,Mumbai,2.7366174055829227,0.4825037154272258,0.725,0.2424962845727741,0.0999999999999999
montreal_canada__drive_10000m.pkl,ok,32065,278.5574938618178,87.21048525631169,0.031093092156556992,0.0027132387338219244,755.2004546468127,8.6595144199379,1.6,Montreal,3.157091517747256,0.4231662575553621,0.625,0.2018337424446379,0.0999999999999999
cairo_egypt__drive_10000m.pkl,ok,163341,115.61017712036727,32.799325760491406,0.013266724214985827,0.00012856539386926736,664.3470932604821,20.254900912040235,9.1,Cairo,2.762988962659111,0.4905812814983452,0.7,0.2094187185016547,0.0999999999999999
nairobi_kenya__drive_10000m.pkl,ok,28157,226.70077985359825,70.05006040637475,0.00966012004119757,0.0005327272081542778,989.870545995779,14.130902104200013,1.5,Nairobi,2.452700348432056,0.5433092136999518,0.825,0.2816907863000482,0.1499999999999999
lima_peru__drive_10000m.pkl,ok,75796,157.85477476914156,58.6951055003579,0.005976568684363291,0.00035621932555807693,624.333198522504,10.636886895427713,4.8,Lima,3.068042906294272,0.4428345242198864,0.65,0.2071654757801135,0.0999999999999999
prague_czechia__drive_10000m.pkl,ok,27325,230.2337310443702,80.35392906383169,0.01807868252516011,0.0020128087831655993,627.8076366586462,7.813029729509895,1.4,Prague,2.7619143882346995,0.4768012005095185,0.7,0.2231987994904814,0.0749999999999999
rio_de_janeiro_brazil__drive_10000m.pkl,ok,20774,220.15959075366,76.84142231074019,0.03177048233368634,0.001107153172234524,664.6756257258039,8.649965158608232,1.3,Rio de Janeiro,2.786773090079817,0.479348377866999,0.7,0.2206516221330009,0.0999999999999999
quito_ecuador__drive_10000m.pkl,ok,35253,183.51163956720492,66.73166866153291,0.008708478711031685,0.0010779224463166256,419.40586954510405,6.284960019093126,1.6,Quito,2.696832925336597,0.4811776588774842,0.725,0.2438223411225157,0.125
mexico_city_mexico__drive_10000m.pkl,ok,90635,174.93302308745427,61.82675990195873,0.021812765487946157,0.0010371269377172174,547.8343799918437,8.860797183300038,3.9,Mexico City,3.0717481190266387,0.4265999557561695,0.625,0.1984000442438305,0.0999999999999999
san_francisco_united_states__drive_10000m.pkl,ok,18546,207.8084406238101,94.29124313054615,0.03477838887091556,0.00204895934433301,629.8703896078625,6.680051812826431,1.0,San Francisco,3.224830464267084,0.4019767215033488,0.6,0.1980232784966512,0.0749999999999999
hyderabad_india__drive_10000m.pkl,ok,132094,110.97621859195078,43.94944448245067,0.0031871243205596014,0.0,939.2998948560734,21.37228140007873,6.2,Hyderabad,2.683174048608078,0.4881558622014944,0.75,0.2618441377985055,0.125
new_york_city_united_states__drive_10000m.pkl,ok,34130,237.43473951860614,83.79768968539719,0.050454145912686786,0.003252270729563434,875.2312211034599,10.444574598528343,2.2,New York City,3.394499975135512,0.3876426827190641,0.575,0.1873573172809358,0.0749999999999999
rome_italy__drive_10000m.pkl,ok,37062,208.9819972420475,69.3379657572666,0.022044142248124763,0.002185526954832443,480.13095923174654,6.924503105737983,1.9,Rome,2.868242851062184,0.4705329710788918,0.675,0.2044670289211081,0.075
paris_france__drive_10000m.pkl,ok,55181,209.86381477545038,74.8695002632719,0.03570069407948388,0.002011561950671427,583.9060688878747,7.798984457417522,2.9,Paris,2.987116331943918,0.453974052043998,0.65,0.196025947956002,0.075
seattle_united_states__drive_10000m.pkl,ok,26501,201.98603674736285,86.07894195908841,0.027697068035168484,0.0015093770046413343,649.2863868789104,7.542917839156331,1.7,Seattle,3.0166192373363687,0.4417716876708675,0.65,0.2082283123291324,0.0999999999999999
taipei_taiwan__drive_10000m.pkl,ok,24900,273.0995834472781,77.37026075581636,0.08738955823293172,0.004257028112449799,873.6221289584843,11.291446098594273,1.5,Taipei,3.0388088845496704,0.431684610183596,0.6,0.1683153898164039,0.0499999999999999
singapore_singapore__drive_10000m.pkl,ok,19430,283.6574004749798,63.29526732273432,0.05120946989191971,0.0012866700977869274,842.0942980597142,13.304222158759282,1.6,Singapore,2.88321709452441,0.4668204315025708,0.675,0.2081795684974292,0.075
sydney_australia__drive_10000m.pkl,ok,31013,234.80017288427777,82.93563269199863,0.04649663044529714,0.0012575371618353593,1166.596470539367,14.066287706175737,2.0,Sydney,2.792077425163178,0.487296324811841,0.7,0.2127036751881589,0.0749999999999999
tel_aviv_israel__drive_10000m.pkl,ok,30263,198.62154454432272,59.26881216398616,0.01354789677163533,0.00042956745861282757,828.5619385571758,13.979729107185305,1.5,Tel Aviv,2.85432680971469,0.4704556407107436,0.675,0.2045443592892564,0.075
riyadh_saudi_arabia__drive_10000m.pkl,ok,79423,168.3221598242537,66.49753607203293,0.013535122067914835,0.00021404379084144392,926.719914772383,13.936154172216563,3.8,Riyadh,3.048165489714461,0.4665628855078422,0.675,0.2084371144921578,0.1
toronto_canada__drive_10000m.pkl,ok,18430,266.10426483190093,101.68785905545059,0.019207813347802496,0.0012479652740097667,828.8901935283334,8.151319156757326,1.2,Toronto,2.962308125050229,0.4503249767873723,0.65,0.1996750232126277,0.075
vancouver_canada__drive_10000m.pkl,ok,22751,235.0007062664197,101.65996020414117,0.013845545250758208,0.0009230363500505473,616.2202223164097,6.061582368112196,1.2,Vancouver,3.058752352783006,0.4277066531310511,0.625,0.1972933468689489,0.0749999999999999
warsaw_poland__drive_10000m.pkl,ok,24341,287.2380071913878,83.84547299861288,0.028758062528244525,0.001807649644632513,713.2177052012237,8.506335281965946,1.4,Warsaw,2.76885451029462,0.4800796812749004,0.7,0.2199203187250994,0.0999999999999999
vienna_austria__drive_10000m.pkl,ok,26142,243.5536857142834,89.09693902034925,0.022148267156300208,0.00034427358274041774,685.2125360951193,7.690640594719202,1.8,Vienna,2.9657949968801405,0.4456985030858935,0.675,0.2293014969141065,0.075
sao_paulo_brazil__drive_10000m.pkl,ok,77333,177.77669407617165,72.38450992223378,0.016422484579674913,0.0005689679696895245,534.0574900464992,7.378063215738607,3.9,Sao Paulo,3.0155783891282733,0.4525467568643056,0.675,0.2224532431356944,0.1
seoul_south_korea__drive_10000m.pkl,ok,76060,143.71839406204333,54.19822910339461,0.02570339205890087,0.00047331054430712596,680.6874311309177,12.559219044451844,3.9,Seoul,2.9877833208940565,0.4516653899369949,0.675,0.2233346100630051,0.125
santiago_chile__drive_10000m.pkl,ok,88302,147.53393033171727,53.66848272338785,0.012026907657810695,0.0003737174695929877,681.2339407528103,12.69337060009598,4.6,Santiago,2.9085938272011598,0.4543405779204741,0.65,0.1956594220795258,0.0999999999999999
osaka_japan__drive_10000m.pkl,ok,138690,115.38392286686765,48.40346359223584,0.024904463191289927,0.00010094455259932223,779.603317322832,16.106353956204995,6.8,Osaka,3.0,0.4467357272621854,0.625,0.1782642727378145,0.0999999999999999
tunis_tunisia__drive_10000m.pkl,ok,67495,139.75795603827802,49.339561513928054,0.007496851618638418,7.407956144899622e-05,566.262344339332,11.476841847884723,3.5,Tunis,2.8892789109822137,0.4801932298410621,0.7,0.2198067701589378,0.0999999999999999
tehran_iran__drive_10000m.pkl,ok,108037,149.93290723193883,45.2897130449504,0.015790886455566148,0.0005183409387524644,625.6348811852284,13.814061497017674,4.9,Tehran,2.5238751576881744,0.5095652255940534,0.7,0.1904347744059465,0.0999999999999999
tokyo_japan__drive_10000m.pkl,ok,98086,129.75658167577996,59.30480056742168,0.0354178985787982,0.000336439451093938,750.2420922195099,12.65061318883594,4.9,Tokyo,3.158308244650878,0.4276266169078313,0.625,0.1973733830921686,0.0999999999999999
